No,Unit,Question,CorrectAnswer,Image,Explanation
14,性能・障害管理,信頼性の高い部品の採用や利用者の教育など、コンピュータシステムに可能な限り故障や障害が起きないようにすること。,フォールトアボイダンス,,"最初から『絶対に壊さない！』という意気込みで、いい部品を使って注意深く作ることだよ。"
15,性能・障害管理,障害が発生しても、被害や障害を最小限に止め、安全性を保つしくみ。,フェールセーフ,,"何かあっても、自動的に『安全な状態』で止まって被害を広げない仕組みのことだよ。"
16,性能・障害管理,障害が発生した場合でも、システムの一部を停止して、他のシステムは継続して全体のシステムには支障をきたさないようにするしくみ。,フェールソフト,,"一部がダメになっても、残った部分でなんとかお仕事を続けるという考え方だね。"
17,性能・障害管理,誤った操作をしても、システムの安全性と信頼性を保つしくみ。,フールプルーフ,,"うっかり間違った操作をしても、事故にならないように工夫された親切な設計のことだよ。"
18,性能・障害管理,TCP/IPのコンピュータネットワークに直接接続して使用する外部記憶装置のこと。,NAS,,"ネットにつなげる箱型のHDDだよ。みんなでデータを共有するのに便利な『ネット上の倉庫』だね。"
19,性能・障害管理,信頼性や処理速度を向上させるために、複数のハードディスク装置を並列に組み合わせて一体化し、全体を一つのディスク装置のように扱う方式。,RAID,,"複数のHDDを合体させて、1つの強力なドライブとして使う技術のことだよ。"
20,性能・障害管理,RAID1に相当し、複数のハードディスクに同じデータを書き込む方式。,ミラーリング,,"鏡（ミラー）みたいに、2つのディスクに全く同じ内容を同時に保存する安心の方法だよ。"
21,性能・障害管理,RAID0に相当し、複数のハードディスクに分散して書き込む方式。,ストライピング,,"データを細かく分けて、複数のディスクに分担して書き込む、スピード重視の方法だよ。"
22,ネットワーク管理,国際標準化機構（ISO）で制定された、ネットワークで使用する機器やデータを送受する手順などを7つの階層に定義したもの。,OSI参照モデル,,"ネットの世界のルールを、7つの段に分けて整理した世界基準の『ものさし』のことだよ。"
23,ネットワーク管理,LANケーブルの中継や分岐に用いられる集線装置。,ハブ,,"ネットの線を何本もさして、データをいろんな方向に分ける『タコ足配線』みたいな機械だね。"
24,ネットワーク管理,ネットワーク間の接続を行う中継機器の一つで、IPアドレスをもとにデータの行き先を認識して転送し、パケットの経路選択機能などを持つ装置。,ルータ,,"データの行き先を案内する『司令塔』だよ。お家とネットの世界を繋いでくれる装置だね。"
25,ネットワーク管理,ルータが持つ機能の一つで、パケットの通過可否を判断する機能のこと。,パケットフィルタリング,,"怪しいデータが通らないように、パケットの住所を見てチェック（フィルタ）する機能だよ。"
26,ネットワーク管理,プロトコルが異なるネットワーク間において、プロトコルを変換することでデータの送受信を可能にするための装置。,ゲートウェイ,,"ルールが違うネット同士が通信できるように、言葉を翻訳してくれる『玄関口（ゲート）』だよ。"
27,ネットワーク管理,ネットワークを通して、コンピュータどうしが通信を行うために決められた手順で、通信規約ともいう。,プロトコル,,"コンピュータ同士が仲良く通信するために決めた、世界共通の『お作法』のことだよ。"
28,ネットワーク管理,インターネットやイントラネットで標準的に使用され、OSなどの環境が異なるコンピュータ間でも通信を可能にする通信規約。,TCP/IP,,"ネットで一番よく使われている、世界で一番有名な通信のルールの名前だよ。"
29,ネットワーク管理,WebサーバとWebブラウザとの間で、HTML文書や関連した画像などのデータを送受信するための通信規約。,HTTP,,"Webページを見る時に使うルールだよ。URLの最初についていることがあるね。"
30,ネットワーク管理,HTMLファイルをWebサーバへアップロードするときなど、ネットワークを介してファイルを転送するための通信規約。,FTP,,"重たいファイルをネットで送ったり受け取ったりする専用のルールのことだよ。"
31,ネットワーク管理,メールサーバのメールボックスに保存されたメールを受信するために用いる通信規約。,POP3,,"自分のパソコンにメールを全部持ってきて読み込む、昔からあるメール受信のルールだね。"
32,ネットワーク管理,メールサーバの電子メールを管理する通信規約。,IMAP,,"スマホやパソコンなど、いろんな端末で同じメールをチェックできる便利な受信ルールだよ。"
33,ネットワーク管理,電子メールをユーザのコンピュータからメールサーバへ送信するときや、メールサーバ間でメールを転送するときに用いる通信規約。,SMTP,,"書いたメールを送り出す時に使う、手紙の『投函』みたいなルールのことだよ。"
34,ネットワーク管理,コンピュータをネットワークに接続する際に、IPアドレスなどを自動的に割り当てる規約。,DHCP,,"ネットに繋ぐだけで、必要な番号（IPアドレス）を自動でもらえる便利な仕組みだよ。"
35,ネットワーク管理,ルータなどのネットワーク機器に割り当てられているハードウェア固有の番号。,MACアドレス,,"世界中のスマホやPCに1つずつ付けられた、絶対に変わらない『製造番号』のようなものだよ。"
36,ネットワーク管理,TCP/IPプロトコルを用いたネットワーク上で、コンピュータを識別するための番号。,IPアドレス,,"ネットの世界の『住所』のような番号だよ。これがないとデータがどこにも届かないんだ。"
37,ネットワーク管理,会社や家庭のLAN内部でコンピュータ機器を識別するために、ネットワークアドレス部とホストアドレス部で構成された番号。,プライベートIPアドレス,,"学校やお家などの決まった場所の中だけで使われる、内緒の住所番号のことだよ。"
38,ネットワーク管理,インターネットに接続されたコンピュータを識別するため、一意となるように割り当てられた番号。,グローバルIPアドレス,,"ネットの世界全体で通用する、本物の住所番号のことだね。"
39,ネットワーク管理,IPアドレスから、特定のグループを示すネットワークアドレスを取り出すための値。,サブネットマスク,,"IPアドレスのどこまでが『街の名前』で、どこからが『番地』かを見分けるフィルターだよ。"
40,ネットワーク管理,IPアドレスを構成する32ビットのビット列のうち、個々の組織が管理するネットワーク（サブネット）を識別するのに使われる部分。,サブネットアドレス,,"大きなネットワークを小さく分けた時、その『グループの名前』になる数字のことだよ。"
41,ネットワーク管理,コンピュータネットワークに接続されているすべての機器にデータを送信する特別なアドレス。,ブロードキャストアドレス,,"そのグループにいる全員に向かって、一斉に放送する時に使う特別な番号だよ。"
42,ネットワーク管理,同一のネットワークグループ内で接続された個々のコンピュータ機器を識別するためのアドレス。,ホストアドレス,,"同じグループの中で、一人一人を区別するための番号（番地）のことだよ。"
43,ネットワーク管理,TCP/IPプロトコルを用いたネットワーク上で、IPアドレスに設けられている補助アドレスであり、アプリケーションの識別をするための番号。,ポート番号,,"どのアプリにデータを届けるか決める『窓口の番号』だよ。例えばWebなら80番、みたいに決まっているんだ。"
44,ネットワーク管理,インターネットのグローバルIPアドレスとプライベートIPアドレスを1対1で結びつけて相互に変換し、LAN内のコンピュータがインターネットを利用できるようにするためのアドレス変換の技術。,NAT,,"外の世界の住所（グローバル）と内の住所（プライベート）を変換して繋ぎ直す技術のことだよ。"
45,ネットワーク管理,"""非武装地帯”と呼ばれ、インターネットや内部ネットワークからも隔離された区域（セグメント）のこと。",DMZ,,"ネットと社内の間に作った、誰でも見える『公開エリア』のことだよ。"
46,ネットワーク管理,インターネット上で使用するドメイン名とIPアドレスを互いに変換するための仕組み。,DNS,,"『google.com』のような名前を、数字の住所（IPアドレス）に変換してくれる電話帳のような仕組みだよ。"
47,ネットワーク管理,インターネット上に構築される仮想的な専用回線。,VPN,,"ネットの中に、自分たち専用の『隠し通路』を作るようなセキュリティ技術のことだよ。"
48,ネットワーク管理,ネットワーク上でデータを送受信するとき、1秒間に転送できるデータのビット数,通信速度（bps）,,"1秒間に、どれだけの量の『0と1』を送れるかという速さのことだね。"
49,ネットワーク管理,データをインターネット上のサーバなどから送信・転送するときの所要時間,転送時間,,"ファイルの引っ越しに、最初から最後までで何秒かかるかという時間のことだよ。"
50,ネットワーク管理,データ通信において、実質的にデータを送ることができる回線の割合,伝送効率,,"線の太さに対して、どれだけ無駄なくデータを詰め込めているかという割合のことだね。"
51,ネットワークの活用,クライアントサーバシステムで、クライアントには必要最小限の機能だけをもたせ、サーバでアプリケーションなどの管理を行うシステム構成で、情報漏えい対策としても注目されている,シンクライアント,,"自分のパソコンにはデータを置かず、全部ネット上の強いパソコンに任せる仕組みのことだよ。"
52,ネットワークの活用,Webサイトの訪問日時や回数などの情報を、利用者のコンピュータに保存するしくみ,Cookie,,"Webサイトが『君のことを覚えているよ』と言うために、ブラウザに保存するメモのようなものだよ。"
53,ネットワークの活用,各国の言葉や画像、動画など、形式の異なるさまざまなデータを電子メールで扱うための規格,Mine,,"文字だけのメールに、写真や動画をくっつけて送れるようにするための仕掛けのことだよ。"
54,ネットワークの活用,インターネットやイントラネットなどの情報通信ネットワークを使って、音声データを送受信する技術,VoIP,,"ネットを使って電話をする技術だよ。LINE電話やズームもこれを使っているんだ。"
55,セキュリティ,インターネットでデータを送受信する際に、第三者に内容が知られないようにデータを変換する場合、同一の鍵を用いて暗号化と復号を行う方法。,共通鍵暗号方式,,"箱にカギをかける時と開ける時に、同じ1つのカギを使う、シンプルな暗号のやり方だよ。"
56,セキュリティ,インターネットでデータを送受信する際に、第三者に内容が知られないようにデータを変換する場合、異なる鍵を用いて暗号化と復号を行う方法。,公開鍵暗号方式,,"カギをかける用（みんなに見せる）と開ける用（自分だけが持つ）の、2つのカギを使うすごい方法だよ。"
57,セキュリティ,公開鍵暗号方式を応用して、文書の作成者が本人であることと、その文書が改ざんされていないことを確認する技術。電子商取引でよく利用される。,電子署名（デジタル署名）,,"『これは確かに私が書きました！』と証明する、ネットの世界のハンコのようなものだよ。"
58,セキュリティ,電子商取引で利用される暗号化通などで必要となる、デジタル証明書を発行する機関。,認証局（CA）,,"身元を確認して、ネット上の『証明書』を発行してくれる、信頼できる役所のような組織だよ。"
59,セキュリティ,オンラインショッピングなど、インターネット上で個人情報などのデータを暗号化して、安全にやり取りするために広く普及している通信規約。ブラウザのURLを示す部分は「https://」で始まる。,SSL（TLS）,,"ネットでのやり取りをカギ付きの筒に入れるみたいに、こっそり行うための通信の決まり事だよ。"
60,セキュリティ,HTTPに，SSLによるデータ暗号化機能を付加した通信規約。,HTTPS,,"いつものWebのルールに、カギを付けて安全にしたものだよ。今のWebサイトはほとんどこれだね。"
61,セキュリティ,コンピュータの運用状況やデータ通信の状況を記録したファイル。,ログファイル,,"システムが何時何分に何をしたか、ずっと書き残している『日記』のようなファイルのことだよ。"
62,セキュリティ,OSやアプリケーションソフトなど、コンピュータシステムの動作状況を記録したもの。何らかのトラブルなどの情報も記録される。,システムログ,,"パソコンそのものが、元気かどうかを記録している一番大事な日記帳のことだね。"
63,セキュリティ,Webサーバにアクセスした人物が、いつ、どのコンピュータからどのサイトを閲覧したのかなどの記録。,アクセスログ,,"Webサイトにいつ誰が遊びに来たか、全部記録してある『出席簿』みたいなものだよ。"
64,セキュリティ,コンピュータシステムやネットワークの運用時に、セキュリティ上の問題として発生した事故や事例のこと。,インシデント,,"『大変だ！何か起きたぞ！』という、トラブルや事件の呼び方のことだよ。"
65,セキュリティ,リスクが発生する前に、そのリスクを組織的に管理し、リスクの発生による損失を回避、または不利益を最小限に抑えるためのプロセス。,リスクマネジメント,,"悪いことが起きる前に、あらかじめ予想して対策を立てておく『守り』の計画のことだね。"
66,セキュリティ,リスクマネジメントに対する一連 of 取組として、リスク特定、リスク分析、リスク評価、リスク対応を行う。,リスクアセスメント,,"『どんな危ないことがあるかな？』と洗い出して、どう対策するか評価する作業のことだよ。"
67,セキュリティ,SNSや掲示板などユーザが入力した内容を表示するWebページの脆弱性を利用した罠を仕掛け、偽サイトに誘導してさまざまな被害を引き起こす攻撃のこと。,クロスサイトスクリプティング,,"Webページに悪いプログラムをこっそり埋め込んで、罠にかける攻撃の呼び名だよ。"
68,セキュリティ,心理的な隙や行動のミスにつけ込むなど、情報通信技術を使用せず、情報資産を不正に取得する手口の総称。のぞき見やなりすましなどがある。,ソーシャルエンジニアリング,,"コンピュータを使わずに、人の不注意を突いてパスワードを盗み出すアナログなやり方のことだよ。"
69,セキュリティ,データベースと連携したWebアプリケーションの脆弱性を利用して不当なSQL文を実行させることにより、データベースの不正な閲覧や改ざんをする攻撃のこと。,SQLインジェクション,,"システムの隙を突いて、データベースに勝手な命令を送ってデータを盗む攻撃のことだよ。"
70,プログラミング,10進数から2進数へ変換することや、2進数から10進数へ変換することなどのこと。,基数変換,,"いつもの数字（10進数）を、コンピュータ用の数字（2進数）に書き直すパズルのような作業だよ。"
71,プログラミング,「0」から「9」の10種類の数字と、「A」から「F」までの6種類の文字を使用して、数値を表現するもの。,16進数,,"0からFまで使って、16個並んだら桁が上がる、コンピュータが扱いやすい数字の数え方だよ。"
72,プログラミング,10進数の各桁をそれぞれ4ビットの2進数で表現したもの。,2進化10進数,,"10進数の1ケタ分を、わざわざ4ケタの0と1で表す、ちょっと変わった変換方法だね。"
73,プログラミング,小数点の位置を固定して、2進数の並びで数値を表現したもの。,固定小数点形式,,"小数点の場所を最初から決め打ちして数字を表す、シンプルなやり方のことだよ。"
74,プログラミング,正規の符号を表す符号部、小数点の位置を表す指数部、有効数字を表す仮数部により数値を表現したもの。,浮動小数点形式,,"すごく大きな数や小さな数を表すために、小数点がフワフワ動く工夫された書き方のことだよ。"
75,プログラミング,ある数から別の数を引いた結果得られる数のこと。コンピュータが最算処理をしやすくするために利用する。,補数,,"引き算を足し算でやるために使う、ある数字の『相方（あいかた）』みたいな数字のことだよ。"
76,プログラミング,CPUやメモリの動作の基準となる信号を1秒間に発生させる回数で、Hz（ヘルツ）で表す。,クロック周波数,,"パソコンの頭脳（CPU）が、1秒間にどれだけ速いリズムで動いているかという速さのことだよ。"
77,プログラミング,コンピュータの処理速度を測るために、1秒間に実行できる命令を100万回単位で表したもの。,MIPS,,"1秒間に何百万回お仕事ができるか！というスピード感を表す単位のことだね。"
78,プログラミング,絶対値の大きさが極端に異なる数の加算や減算を行ったとき、絶対値の小さい数の全てまたは一部が無視されてしまう現象。,情報落ち,,"めちゃくちゃ大きな数と、すごく小さな数を足した時、小さな方が無視されちゃう残念な現象だよ。"
79,プログラミング,計算結果が0に極端に近くなるような浮動小数点演算を行ったときに、有効数字の桁数が少なくなること。,桁落ち,,"ほとんど同じ数字同士を引き算した時に、有効な数字が減って精度が悪くなっちゃうことだよ。"
80,プログラミング,数値表現の桁数に限度があるとき、四捨五入、切り上げまたは切り捨てにより、桁の小さい部分について生じる誤差。,丸め誤差,,"端っこを四捨五入した時に、ほんの少しだけ本物の数字とズレてしまう誤差のことだね。"
81,プログラミング,論理演算を行う電子回路。,論理回路,,"0と1の入力を受け取って、決まったルールで答えを出す、コンピュータの中の迷路のような回路だよ。"
82,プログラミング,二つの入力がともに「1」の場合のみ、「1」を出力する回路。,AND回路,,"『AもBも1なら1を出す！』という、厳しいチェックをする回路のことだよ。"
83,プログラミング,二つの入力のうち少なくともどちらかが「1」の場合、「1」を出力する回路。,OR回路,,"『AかBのどっちかが1なら1を出すよ！』という、太っ腹な回路のことだね。"
84,プログラミング,一つの入力に対し一つの出力を持つ論理回路。入力が「0」のとき「1」を出力し、入力が「1」のとき「0」を出力する回路。,NOT回路,,"入ってきた数字を、あべこべ（反対）にして出す、あまのじゃくな回路のことだよ。"
85,プログラミング,二つの入力のうちどちらか一方のみが「1」の場合、「1」を出力する回路。,XOR回路,,"2つの入力が『違っている時だけ』1を出す、ちょっと特別な回路のことだよ。"
86,プログラミング,論理演算を視覚的にわかりやすく表現する手法。,ベン図,,"丸と丸が重なった図で、どこの範囲に当てはまるかを考える、算数でも使う便利な図だよ。"
87,プログラミング,「1」または「0」の入力値に対して、一つの演算結果を出力する演算。,論理演算,,"いつもの計算じゃなくて、『YesかNoか（1か0か）』だけで考えるコンピュータ用の計算だよ。"
88,プログラミング,階層構造のモジュール群からなるソフトウェアのテストの進め方の一つで、最上位モジュールから順次下位へとテストを進めていく方法。,トップダウンテスト,,"大きなリーダー（トップ）から順番に作って、子分たちへ（ダウン）確認していくテスト方法だよ。"
89,プログラミング,トップダウンテスト方式でプログラムを開発するときのテスト用のモジュール。,スタブ,,"まだ出来ていない子分の代わりに置く、テスト用の『身代わりプログラム』のことだよ。"
90,プログラミング,階層構造のモジュール群からなるソフトウェアのテストの進め方の一つで、最下位モジュールから順次上位へとテストを進めていく方法。,ボトムアップテスト,,"下の子分たちから作って、徐々に大きなリーダーへと繋いで確認するテスト方法だよ。"
91,プログラミング,ボトムアップテスト方式でプログラムを開発するときのテスト用のモジュール。,ドライバ,,"テストしたい子分の代わりになって、リーダー役を演じるテスト用のプログラムのことだよ。"
92,プログラミング,システムの修正により、修正していない他の機能に影響を与えるかどうかを検証するテスト。,回帰（リグレッション）テスト,,"一部を直したせいで、他のところが壊れてないかもう一回全部確認する入念なテストだよ。"
93,プログラミング,ハードウェアやソフトウェアに短時間に大量のデータを与えるなどしても正常に機能するかを調べるテスト。,負荷テスト,,"大量のデータや、たくさんのアクセスを一気に浴びせて、壊れないか試す『我慢比べ』のようなテストだね。"
94,プログラミング,システムやソフトウェアが要求された役割を満たしているかどうかを検証するテスト。,機能テスト,,"『やりたかったことが、ちゃんと全部できるかな？』と確認する、基本のテストのことだよ。"
95,プログラミング,システムの応答時間や処理速度が設計したときの基準を満たしているかを検証するテスト。,パフォーマンステスト,,"スピードや安定感が、決めた通りの実力を出せているか測るテストだね。"
96,プログラミング,2進数のあるビット数分を左もしくは右にシフトしたのち、空いたビットを「0」で埋めること。,論理シフト,,"数字をズラして、空いた場所をただ0で埋めるだけの、シンプルな桁動かしだよ。"
97,プログラミング,2進数の符号を表すビットは固定し、あるビット数分を左にシフトしたときは空いたビットを「0」で埋め、右にシフトしたときは空いたビットに符号と同じ値で埋めること。,算術シフト,,"プラス・マイナスの符号を守りながら、掛け算や割り算のために数字をズラすテクニックだよ。"
98,プログラミング,データ構造について、最初に追加されたデータが最初に取り出される方式。,キュー,,"行列に並んで順番を待つのと同じ、先に入ったものから先に出るルールのことだよ。"
99,プログラミング,データ構造について、最後に追加されたデータが最初に取り出される方式。,スタック,,"本を積み上げるみたいに、最後に置いたものから上（最初）に取り出すルールのことだね。"
100,プログラミング,データの位置を示す値によってつなげられたデータ構造。,リスト,,"データが鎖のように繋がっていて、次のデータの場所を教え合っている並び方のことだよ。"
101,プログラミング,次のデータの格納場所を示す値。,ポインタ,,"『次はここだよ！』と、別のデータの場所を指差している目印のことだね。"
102,プログラミング,階層の上位から下位に節点をたどることによって、データを取り出すことができる構造。,木構造,,"木の枝分かれみたいに、1つから2つへ、2つからもっと沢山へ広がっていくデータの形だよ。"
103,プログラミング,システムの設計で、システムを処理や操作の対象となるもの（オブジェクト）同士のやり取りの関係として設計する考え方。,オブジェクト指向,,"『役割を持ったモノ』同士が協力して動く、という考え方で作るプログラミングの手法だよ。"
104,プログラミング,システムの設計で、処理や操作の対象となるもの。,オブジェクト,,"プログラムの中で役割を与えられた、一つ一つの『モノ（部品）』のことだよ。"
105,プログラミング,オブジェクト指向で、いくつかのオブジェクトに共通する性質を抜き出して、属性・手続きを汎化（抽象化）して新しく定義したもの。またはプログラムの単位。,クラス,,"モノ（オブジェクト）を作るための、設計図のようなものの呼び方だよ。"
106,プログラミング,オブジェクト指向で、クラスの定義情報から生成された、具体的なデータをもつ個体のこと。,インスタンス,,"設計図（クラス）から、実際に作られた本物のモノ（部品）のことだね。"
107,プログラミング,オブジェクト指向で、データ（属性）とそのデータに対する手続きをひとつにまとめること。,カプセル化,,"中身の仕組みを内緒にして、必要な部分だけを外から使えるように魔法のカプセルに入れることだよ。"
108,プログラミング,実行中に自分自身を呼び出し（再帰呼出し）しても、正しく実行することができるプログラムの性質。,リカーシブ（再帰）,,"お仕事の途中に、また同じお仕事を自分にお願いしても、混乱しないで最後までできる性質だよ。"
109,プログラミング,主記憶上のどのアドレスに配置（再配置）しても、正しく実行することができるプログラムの性質。,リロケータブル（再配置）,,"メモリのどこの場所に置かれても、自分の仕事ができる、どこでもドアみたいな性質だよ。"
110,プログラミング,複数のタスクが同時に共有して実行（再入）しても、正しく実行することができるプログラムの性質。,リエントラント（再入）,,"複数の人が同時に自分を使っても、一人ずつの情報を混ざらずに処理できる性質のことだよ。"
111,システムの開発と運用,比較的大規模な開発に向いており、基本設計、外部設計などいくつかの工程に分割してシステムを開発する手法。原則として前の工程には戻らない。,ウォータフォールモデル,,"滝（ウォーターフォール）みたいに、上が終わったら次へ！と、順番に落ちていく開発方法だよ。"
112,システムの開発と運用,試作品に対するユーザの評価をもとに、システムを開発する手法。,プロトタイピングモデル,,"まずは試作品（プロトタイプ）を作って、使い心地を試しながら完成させる方法だね。"
113,システムの開発と運用,システムを独立性の高い部分ごとに分割し、ユーザの要求やインタフェースの検討などを経て、設計・プログラミング・テストの工程を繰り返してシステムを開発する手法。,スパイラルモデル,,"グルグル回りながら、少しずつシステムを大きくして完成させる方法のことだよ。"
114,システムの開発と運用,ユーザと開発者が十分話し合い、ユーザからの要件をシステムに反映できるかを判断して決定する。,要件定義,,"『何を作りたいか』をしっかり話し合って、お仕事のゴールを決める一番最初の作業だよ。"
115,システムの開発と運用,システム開発において、画面や帳票などを利用者側の視点から設計するシステム開発工程。,外部設計,,"使う人の気持ちになって、画面の見た目や使い勝手を決める設計の段階だね。"
116,システムの開発と運用,ソフトウェアのアルゴリズムや入出力データなどを詳細に設計する開発工程。,内部設計,,"画面の裏側で、どんな計算をどんな順番でするかという仕組みを決める設計のことだよ。"
117,システムの開発と運用,内部設計に基づいて、各プログラムの内部構造を設計する開発工程。,プログラム設計,,"実際にプログラムを書く前の、もっと詳しい細かい作り方を決める段階だね。"
118,システムの開発と運用,プログラム設計の結果を受けて、プログラム言語を用いて実際にプログラムを作成（コーディング）する開発工程。,プログラミング,,"決めた設計図通りに、コンピュータに伝わる言葉（言語）で命令を書いていく作業だよ。"
119,システムの開発と運用,開発者だけでなくユーザも参加して、完成されたプログラムの検証を行うこと。,テスト,,"出来上がったものがちゃんと動くか、間違ってないか、徹底的に調べるお仕事のことだよ。"
120,システムの開発と運用,個々のプログラム（部品）が、仕様書の要求どおりに機能しているかを確認するテスト。,単体テスト,,"バラバラの部品一つ一つが、ちゃんと壊れずに動くかチェックする、最初のテストだね。"
121,システムの開発と運用,複数のモジュール（部品）を組み合わせて、モジュール間でデータの受け渡しが設計どおりに行われているかなどを確認するテスト。,結合テスト,,"作った部品同士をくっつけて、繋ぎ目がうまくいっているか試すテストのことだよ。"
122,システムの開発と運用,開発したシステム全体が、設計どおりの機能を備えているかを確認する最終テスト。,システムテスト,,"全部完成したあとで、システム全体として100点満点の動きをするか確認する大詰めだね。"
123,システムの開発と運用,実際の業務中で生じた問題点を修正する作業、システムを効率的に稼働させるための業務。,運用・保守,,"作ったあとも、ずっと元気に動き続けるように、見守ったり直したりすることだよ。"
124,システムの開発と運用,プログラムが仕様を満たしているかを確認するために、プログラムの内部機には着目しないで、データ入力に対する出力結果に注目して実施するテスト。,ブラックボックステスト,,"中身を見ないで、表の反応だけで確認するテストだよ。何が出るかお楽しみの箱みたいな感じだね。"
125,システムの開発と運用,プログラムの内部構造や処理の流れに着目し、プログラムが設計通りに動いているかを確認するテスト。,ホワイトボックステスト,,"中身のプログラムがどう書いてあるか、隅々までしっかり目を通して確認するテストだよ。"
