No,Unit,Question,CorrectAnswer,Image,Explanation
19,ハードウェアの構成,電源を切っても記憶内容が消えない不揮発性の半導体を用いて読み書きする補助記憶装置。,フラッシュメモリ,,USBメモリやSDカードなどに使われている、電気的に書き換え可能なメモリです。
20,ハードウェアの構成,コンピュータにおける五大装置の中で、プログラムやデータを主記憶装置に読み込む装置。,入力装置,,キーボードやマウスなど、人間がコンピュータに情報を与えるための機械です。
21,ハードウェアの構成,ディスプレイ上のマークやボタンを指やペンで触れることによりデータを入力する装置。,タッチパネル,,画面を直接触ることで、座標データを入力する装置です。
22,ハードウェアの構成,写真や絵、印刷物などを光学的に読み取り、ディジタルデータとして入力する装置。,イメージスキャナ,,紙の情報を光で読み取って画像データ（イメージ）に変換する装置です。
23,ハードウェアの構成,商品などに付いたバーコードを光学的に読み取って入力する装置。,バーコードリーダー,,反射光を読み取って商品コードなどの数字データに変換する装置です。
24,ハードウェアの構成,コンピュータにおける五大装置の中で、データの処理結果を表示したり、印字したりする装置。,出力装置,,ディスプレイやプリンタなど、処理結果を人間に見える形にする装置です。
25,ハードウェアの構成,細かな液状のインクを用紙に吹きつけて印字する出力装置。,インクジェットプリンタ,,微細なインクの粒をノズルから噴射して紙に付着させる方式です。
26,ハードウェアの構成,印字データをレーザ光により感光ドラムにあて、トナーを付着させてから用紙に転写する出力装置。,レーザプリンタ,,静電気と熱を利用して、粉末状の「トナー」を紙に焼き付ける方式です。
27,ハードウェアの構成,パソコンの画面やDVDの映像などをスクリーンや壁などに投影する装置。,プロジェクタ,,強い光をレンズで拡大して、壁面などに映像を映し出す装置です。
28,ハードウェアの構成,コンピュータ本体と情報機器を接続して、データをやり取りするための規格。,インタフェース,,異なる二つのものの「境界（つなぎ目、接点）」という意味があります。
29,ハードウェアの構成,一つの受け口で最大127台までの情報機器を接続できるインタフェース規格。,USB,,「ユニバーサル（汎用的な）」という名前の通り、最も普及している接続規格です。
30,ハードウェアの構成,ディジタル家電やAV機器で使われる映像や音声の入出力用のインタフェース規格。,HDMI,,一本のケーブルで高品質な映像と音声を同時にデジタル転送できます。
31,ハードウェアの構成,電波を使って、数mから数十m程度の近距離間でのデータ通信に利用されるインタフェース規格。,Bluetooth,,低消費電力で近距離の無線通信を行うための世界標準規格です。
32,パーソナルコンピュータの操作,コンピュータの操作を、ボタンやアイコンを選択することで直感的に簡単に行えるようにした操作環境。,GUI,,「Graphical User Interface」の略。文字だけでなく画像で操作する環境です。
33,パーソナルコンピュータの操作,コンピュータを直感的に操作できるようにしたディスプレイ上の小さな絵文字。,アイコン,,ファイルやプログラムの内容を象徴的に表した小さな画像のことです。
34,パーソナルコンピュータ of 操作,画面上でデータの入力位置や操作位置を示すしるし。,カーソル,,「走るもの」という意味が語源。入力位置を示す点滅する棒や矢印のことです。
35,パーソナルコンピュータの操作,画面上に表示しきれない文字や画像を見るために、表示範囲を移動させる操作。,スクロール,,巻物（スクロール）を広げるように、画面の上や下へ移動させる動作です。
36,通信ネットワークに関する知識,家庭や企業にインターネットの各種サービスを提供する接続業者。,プロバイダ,,インターネット網への接続口を提供する業者。ISPとも呼ばれます。
37,通信ネットワークに関する知識,Webページを作成するための言語。,HTML,,タグを使って文書の構造（見出しやリンク）を記述するための言語です。
38,通信ネットワークに関する知識,Webページを閲覧するためのソフトウェア。,ブラウザ,,HTMLファイルを読み込んで、人に見えるレイアウトに変換して表示します。
39,通信ネットワークに関する知識,インターネットにおいて、HTML文書や画像などのファイルの保存場所を示すアドレス。,URL,,「Uniform Resource Locator」の略。ネット上の情報の置き場所を示す記述式です。
40,通信ネットワークに関する知識,URLや電子メールアドレスの、組織・団体など所属を表す部分。,ドメイン名,,IPアドレスと対応づけられた、インターネット上の名前（識別子）です。
41,通信ネットワークに関する知識,Webページ間を関連づけて、指定した文字や画像をクリックすると関連したWebページに移動する機能のこと。,ハイパーリンク,,文書同士を結びつける仕組み。単にリンクとも呼ばれます。
42,通信ネットワークに関する知識,インターネット上に公開されている情報を検索するために利用するシステム。,検索（サーチ）エンジン,,膨大なWebページを巡回し、目的の単語を含むページを探し出してくれる仕組みです。
43,通信ネットワークに関する知識,Webページの情報を蓄積しておき、ブラウザからの要求に応じて送信するコンピュータ。,Webサーバ,,HTTPプロトコルを使用して、クライアント（ブラウザ）にデータを提供します。
44,通信ネットワークに関する知識,電子メールの送受信を行うコンピュータ。,メールサーバ,,送られたメールを一時保管したり、宛先のサーバへ転送したりする役割を担います。
45,通信ネットワークに関する知識,電子メールを送受信するためのソフトウェア。,メーラ,,メールの作成・整理・送受信管理を行うための専用クライアントソフトです。
46,通信ネットワークに関する知識,メーラを使わずに、ブラウザ上で電子メールの送受信を行うしくみ。,Webメール,,サーバ上のメールをブラウザで閲覧するため、どの端末からも利用可能です。
47,通信ネットワークに関する知識,電子メールを送付したい相手のメールアドレスを入力する場所。,宛先（To）,,「〜へ」を意味する前置詞。メールの主要な受信者を指定します。
48,通信ネットワークに関する知識,電子メールを複数の相手に同時に送信するメーラの機能で、指定したメールアドレスは他の受信者にも通知される。,カーボンコピー（Cc）,,内容を「参考までに共有したい」相手を送る際に使用する宛先欄です。
49,通信ネットワークに関する知識,電子メールを複数の相手に同時に送信するメーラの機能で、指定したメールアドレスは他の受信者には通知されない。,ブラインドカーボンコピー（Bcc）,,他の受信者にアドレスを見られずに一斉送信したい場合に用います。
50,通信ネットワークに関する知識,電子メールの送信時に本文と一緒に送付される、画像や音楽、アプリケーションソフトなどのファイルのこと。,添付ファイル,,メール本文とは別に「アタッチ（付随）」されるデータのファイルです。
51,通信ネットワークに関する知識,複数の利用者が共有するワープロ文書やワークシートなどのファイルを保存しているコンピュータ。,ファイルサーバ,,社内や家庭内のLANで、ファイルの共有を目的として設置されるコンピュータです。
52,通信ネットワークに関する知識,複数の利用者でプリンタを共有するために設置されたコンピュータ。,プリントサーバ,,印刷要求（ジョブ）を管理し、順番にプリンタへ送信する役割を担います。
53,通信ネットワークに関する知識,インターネット上に用意されたデータの保存場所。一つのファイルを複数の利用者で共有できる。,オンラインストレージ,,クラウド上に設置された外部保存領域のことです。
54,通信ネットワークに関する知識,利用者のコンピュータにあるプログラムやデータを、ネットワーク上のコンピュータに転送して保存すること。,アップロード,,自分の端末から上位のサーバへデータを送信することです。
55,通信ネットワークに関する知識,ネットワーク上のコンピュータにあるプログラムやデータを、利用者のコンピュータに転送して保存すること。,ダウンロード,,サーバから自分の端末へデータを手に入れることです。
56,関連知識,数値を、0と1の2種類の数字のみで表現したもの。,2進数,,コンピュータ内部の電気信号（ON/OFF）を数値化した記号体系です。
57,関連知識,2進数の1桁で表される情報の最小単位。,ビット,,「Binary Digit（2進数字）」の略称。デジタル情報の基本原子です。
58,関連知識,2進数の8桁で表される情報の基本単位。,バイト,,8ビットを一塊にした単位。1文字分の英数字を表現できるサイズです。
59,関連知識,"処理速度の単位で、1,000（千）分の1秒。",ms,,「ミリ秒」。m（ミリ）は10のマイナス3乗を意味する接頭語です。
60,関連知識,"処理速度の単位で、1,000,000（百万）分の1秒。",μs,,「マイクロ秒」。μ（マイクロ）は10のマイナス6乗を意味します。
61,関連知識,"処理速度の単位で、1,000,000,000（十億）分の1秒。",ns,,「ナノ秒」。光がたった30cmほどしか進めないほど短い時間です。
62,関連知識,"処理速度の単位で、1,000,000,000,000（一兆）分の1秒。",ps,,「ピコ秒」。1兆分の1秒という、極めて高速な世界です。
63,関連知識,"処理速度の単位で、1,000,000,000,000,000（千兆）分の1秒。",fs,,「フェムト秒」。最先端のレーザー技術などの時間単位です。
64,関連知識,"記憶容量の単位で、約1,000（千）バイト（B）。",KB,,「キロバイト」。厳密には1024バイトを指すこともあります。
65,関連知識,"記憶容量の単位で、約1,000,000（百万）バイト（B）。約1,000KB。",MB,,「メガバイト」。千倍ごとに単位が上がっていきます。
66,関連知識,"記憶容量の単位で、約1,000,000,000（十億）バイト（B）。約1,000MB。",GB,,「ギガバイト」。動画やOSなどの大容量データに用いられる単位です。
67,関連知識,"記憶容量の単位で、約1,000,000,000,000（一兆）バイト（B）。約1,000GB。",TB,,「テラバイト」。大容量ハードディスクなどの容量を示す単位です。
68,関連知識,"記憶容量の単位で、約1,000,000,000,000,000（千兆）バイト（B）。約1,000TB。",PB,,「ペタバイト」。データセンターなどで扱われる超大容量の単位です。
69,関連知識,記憶媒体を利用できるようにするための作業。初期化ともいう。,フォーマット,,媒体にデータを書き込むための「区画（形式）」を整える作業です。
70,関連知識,データを記憶媒体に保存する際に付ける名前。,ファイル名,,情報を識別するための名前。末尾に「拡張子」が付くことが多いです。
71,関連知識,記憶媒体でファイルを分類・管理するために作られる保管場所。,フォルダ,,複数のファイルを束（グループ）として整理するための容れ物です。
72,関連知識,発生したデータを一定期間または一定量ためておき、一括して処理する方式。,バッチ処理,,「一括処理方式」。夜間などの時間を利用してまとめて計算します。
73,関連知識,発生するデータを即座に処理する方式。,リアルタイム処理,,データが発生した瞬間に、即時的に応答・加工を行う処理方式です。
74,関連知識,企業間の商品の受注業務・発注業務をオンラインで結ばれたコンピュータを用いて、効率的に行う電子発注システム。,EOS（電子発注システム）,,「Electronic Ordering System」の略。店とメーカーをオンラインで結びます。
75,関連知識,インターネットを利用して、商品やサービスの取引を行うしくみ。,EC（電子商取引）,,「Electronic Commerce」の略。ネットショッピングやオークションなどです。
76,関連知識,販売店のレジで商品のバーコードを読み取ることで、売上情報を収集して記録するしくみ。,POSシステム,,「Point Of Sale（販売時点）」の略。売れ筋商品をリアルタイムで把握できます。
77,関連知識,横方向に並んだ直線の太さや間隔によって、データを記録したもの。商品情報などに利用されている。,バーコード,,一次元の線（バー）の幅によって、数字や文字をパターン化したものです。
78,関連知識,JISによって規格化されたバーコードで、日本の共通商品コードとなっている。,JANコード,,日本の共通商品コード。世界標準のEANコードと互換性があります。
79,関連知識,小さな正方形の点を縦横に並べ、どの方向からも正確に読み取れるコード。バーコードの数百倍の情報を記録できる。,二次元バーコード（QRコード）,,「Quick Response」の略。縦横二方向に情報を持つ、読み取り速度の速いコードです。
80,関連知識,無線通信によりICタグからの情報を読み書きし、商品を管理する技術。,RFID,,「Radio Frequency Identification」の略。電波で非接触に認識します。
81,関連知識,内部に集積回路とアンテナを内蔵し、電波を利用してデータの読み書きができるカード。,非接触型ICカード,,交通系カードのように、近づけるだけで暗号通信とデータの更新が行えます。
82,関連知識,人間の知能をコンピュータで実現するための技術。自律的に認識、学習、判断、推論を行う。,AI,,「Artificial Intelligence（人工知能）」の略称です。
83,関連知識,情報端末以外の機器や機械類をインターネットに接続して、情報をやり取りするしくみ。モノのインターネット。,IoT,,「Internet of Things」の略。あらゆるモノがネットにつながる仕組みです。
84,情報モラル,他人に知られたくない個人の情報を本人の許可無く公開し、精神的苦痛を与えること。,プライバシーの侵害,,個人の生活や秘密を保護する法的な権利を脅かす行為です。
85,情報モラル,青少年に見せたくない不適切なWebサイトへのアクセスを制限する機能。,フィルタリング,,特定のキーワードやサイトリストを元に、通信を選別（ろ過）して遮断します。
86,情報モラル,青少年の健全な育成を妨げる情報や犯罪となりうる情報を掲載している不適切なWebサイト。,有害サイト,,違法情報や暴力、依存を招くなど、教育上好ましくないサイトの総称です。
87,情報モラル,相手の同意なしに一方的に送り付けて、受信者が不愉快な思いをするような電子メールの総称。,迷惑メール,,宣伝・詐欺・ウイルス送付目的などで送られる、受取人の意図しないメールです。
88,情報モラル,不特定多数の人に大量に送信される商品の広告や勧誘などの電子メール。,スパムメール,,広告主の利益のために、一方的に送りつけられる大量の未承諾メールです。
89,情報モラル,受信者に受信内容を他の人へも送信するように促す電子メール。,チェーンメール,,「幸運」や「不幸」の予告を理由に転送を強要し、通信網に負荷をかけます。
90,情報モラル,インターネット上で、人をだまして金銭などを得ようとする犯罪行為。,ネット詐欺,,通信網を悪用して、嘘の情報で金品や個人情報を奪う犯罪の総称です。
91,情報モラル,偽の電子メールやWebサイトから、クレジットカード番号や暗証番号などの個人情報を不正に入手する詐欺行為。,フィッシング詐欺,,「釣り（Phishing）」のように、獲物（個人情報）を釣り上げる手口です。
92,情報モラル,Webページなどでハイパーリンクの設定された文字や画像をクリックさせて、不当な料金を請求する詐欺行為。,ワンクリック詐欺,,一度のクリックで「契約成立」と見せかけて不安を煽り、金を請求します。
93,セキュリティ,ある人物が本当にその人物であるかどうか、パスワードなどを用いて確認すること。,認証,,「本物であること」を証明する（Authentication）手続きのことです。
94,セキュリティ,人間の身体的な特徴から個人の識別を行う認証システムのこと。,生体認証,,「バイオメトリクス認証」。偽造が極めて困難な身体情報を利用します。
95,セキュリティ,ユーザIDを入力した利用者が本人かどうかを確認するために入力する暗証番号。英数字を組み合わせて設定する。,ユーザID,,ネットワーク上の利用者を一意に（他と重ならないように）識別するための符号です。
96,セキュリティ,ユーザIDを入力した利用者が本人かどうかを確認するために入力する暗証番号。英数字を組み合わせて設定する。,パスワード,,本人だけが知っている秘密の文字列。定期的な変更が推奨されてきました。
97,セキュリティ,利用者の身分や職位によって、コンピュータやファイルなどを利用する権限を制限すること。,アクセス制御,,アクセスを許可するか拒否するかを判定し、管理することです。
98,セキュリティ,ネットワーク上にあるコンピュータやファイル、情報機器を利用するための権限のこと。,アクセス権,,データの「閲覧」「書き込み」「実行」などを制御するための権利です。
99,セキュリティ,利用権限の無いコンピュータシステムへ侵入すること。,不正アクセス,,第三者のID/パスワードを盗用したり、システムの脆弱性を突いたりして侵入します。
100,セキュリティ,ネットワークに他人のパスワード等を不正に用いて侵入し、その人のふりをして活動すること。,なりすまし,,正当な利用者のふりをして、情報を盗んだり偽情報を発信したりする行為です。
101,セキュリティ,他人のコンピュータシステムに被害を与える目的で、悪意を持って作られたソフトウェアの総称。,マルウェア,,「Malicious（悪意のある）Software」から造られた言葉です。
102,セキュリティ,プログラムに組み込まれてコンピュータシステムに侵入し、不正な処理を行い、自分の複製を作って増殖するマルウェア。,コンピュータウイルス,,宿主となるファイルを必要とし、自己増殖や破壊活動を行うプログラムです。
103,セキュリティ,利用者が気づかぬうちにコンピュータに侵入し、利用者に関する情報を収集して、外部へ送信するマルウェア。,スパイウェア,,利用者のWeb閲覧履歴やキーボード入力などをこっそり外部へ漏らし（スパイし）ます。
104,セキュリティ,侵入したコンピュータに自分の複製を大量に作成して、さまざまな不具合を起こすマルウェア。,ワーム,,「ミミズ」のように、宿主ファイルを必要とせず自立して増殖・拡散します。
105,セキュリティ,一見無害なソフトウェアを装って侵入し、特定のタイミングで外部からの遠隔操作によって不正な処理を行うマルウェア。,トロイの木馬,,贈り物の中に兵士が隠れていたという「戦術」になぞらえた名称です。
106,セキュリティ,コンピュータウイルスを検出し、駆除するソフトウェア。,ウイルス対策ソフトウェア,,ウイルスの侵入を監視し、感染したファイルを元通りに（あるいは削除）します。
107,セキュリティ,コンピュータウイルスの特徴を記録したウイルス検出用のファイル。,ウイルス定義ファイル（パターンファイル）,,既知のウイルスの特徴的なコードをまとめた辞書のようなファイルです。
108,セキュリティ,コンピュータウイルスを検出し、除去したり、感染したファイルを修復したりするソフトウェア。,ワクチンプログラム,,コンピュータを「健康な状態」に戻すための治療用プログラムです。
109,アルゴリズム,アルゴリズムの基本構造の一つで、流れ図では各処理が直線的につながり、上から下へ順に実行される。,順次,,処理の基本。分岐したり戻ったりせず、まっすぐ進む構造です。
110,アルゴリズム,アルゴリズムの基本構造の一つで、流れ図では判断記号を用い、条件によって処理が分かれる。,選択,,「分岐」とも呼ばれます。条件式が成立するか否かで処理を切り替えます。
111,アルゴリズム,アルゴリズムの基本構造の一つで、流れ図ではループ記号を用い、指定した条件が満たされている間は処理を繰り返す。,繰り返し,,「反復」。効率的なプログラムを書くために不可欠な構造です。
112,アルゴリズム,選択、繰り返し構造の条件で、ある処理を指定した回数分、実行しているか判断する。,回数判定,,変数をカウントアップし、所定の数に達したかチェックしてループを抜けます。
113,アルゴリズム,選択、繰り返し構造の条件で、ある値が指定した値かどうか判断する。,条件判定,,データが入力されたか、エラーが起きたかなどの「状況」を論理的に判断します。
114,アルゴリズム,アルゴリズムを図式化したもの。流れ図記号を用いて、原則、処理が上から下へと流れるように記述する。,流れ図（フローチャート）,,思考（アルゴリズム）の筋道を、誰にでもわかるように可視化した設計図です。
115,アルゴリズム,流れ図にそって処理を上から下へ順にたどり、処理手順や変数の記憶内容などを確認する作業。,トレース,,紙の上でプログラムを「手動で実行」し、動きを確認するテスト方法です。
116,アルゴリズム,流れ図で、データを入力したり出力したりするときに記述する記号。,データの入出力,,平行四辺形の記号を使います。入出力の境界となるタイミングを示します。
117,アルゴリズム,数値を演算すること。加算、減算、乗算、除算などがある。,算術演算,,「+ - * /」を使った、純粋に数値的な計算処理のことです。
118,アルゴリズム,真値を演算すること。AND演算、OR演算、NOT演算などがある。,論理演算,,「真（True）」か「偽（False）」かを扱う数学的な演算です。
119,アルゴリズム,流れ図で、データを画面に表示したりプリンタに印字したり、出力するときに記述する記号。,表示・印字,,計算結果などのデータを、人間が見るための形（レポート等）として出力することです。
120,アルゴリズム,プログラムでデータを記憶する場所のうち、記憶内容を自由に変化させることができる記憶場所。,変数,,箱の中身を何度でも「書き換える（変更する）」ことができる保存場所です。
121,アルゴリズム,プログラムでデータを記憶する場所のうち、一度指定した値のまま、記憶内容を変えることができない記憶場所。,定数,,円周率のように、途中で書き換えられては困る不変（固定）の数値です。
122,表の作成,表計算ソフトウェアにおいて、データの入力や計算、グラフの作成などを行う複数の行と列からなる領域。,ワークシート,,作業用の広大なスペースのこと。複数のシートを一つのブックにまとめられます。
123,表の作成,表計算ソフトウェアにおいて、行と列により位置を指定できる一つ一つのマス目のこと。,セル,,表の最小単位。「セルの番地（A1など）」で位置を示します。
124,表の作成,ワークシートの横方向のセルの集まり。,行,,水平方向に広がるデータの列。一番左に1, 2, 3...と番号がつきます。
125,表の作成,ワークシートの縦方向のセルの集まり。,列,,垂直方向に広がるデータの並び。一番上にA, B, C...とアルファベットがつきます。
126,表の作成,セルの縦の長さ。,行高,,その行全体の高さをピクセル単位などで調整できます。
127,表の作成,セルの横の長さ。,列幅,,その列全体の幅を文字数やピクセルなどで調整できます。
128,表の作成,数値の表示において、自動的にカンマを付けたり、円記号を表示させたりすること。,セルの表示形式,,値はそのままで、見た目（書式）だけを「通貨」や「日付」に変更します。
129,表の作成,セル内のデータの位置で、横方向の左揃え、中央揃え、右揃えや縦方向の上揃え、中央揃え、下揃えなどがある。,文字位置,,アライメント。文書の体裁を整えるために位置をレイアウトします。
130,表の作成,セル内のデータの向きで、横書き、縦書きのほか、斜めにも設定することができる。,文字方向,,見出しを目立たせるために角度をつけたり、縦書きに設定したりできます。
131,表の作成,複数のセルを合体させて、一つのセルのように扱えるようにすること。,セル結合,,大きな見出しを作る際などに、複数のマスを一塊（マージ）にします。
132,表の作成,選択したデータを、元の場所に残したまま、別の場所に同じものを作成すること。,複写,,「コピー＆ペースト」。効率的に同じデータや数式を複製します。
133,表の作成,選択したデータを、元の場所に残さずに、別の場所に同じものを作成すること。,移動,,「カット＆ペースト」。データの置き場所を変更（引っ越し）します。
134,表の作成,ワークシート上の表を見やすくするために、セルの外枠などに引く線のこと。,罫線,,表の骨組みとなる線。実線や太線、点線などが使い分けられます。
135,表の作成,計算式で、比較する条件を設定する際に用いる演算子。＝、<、>などがある。,比較演算子,,「左辺は右辺より大きいか？」などの条件判断に使用する符号です。
136,表の作成,計算式で、四則計算などに用いる演算子。＋、－、＊、／などがある。,算術演算子,,Excelなどでは「*」は掛け算、「/」は割り算を意味します。
137,表の作成,セルの値を変更すると、自動的に改めて計算を行い、新しい計算結果を表示すること。,再計算,,一部のデータを変えると、関連する全ての計算式が瞬時に更新される機能です。
138,表の作成,表計算ソフトウェアにおいて、関数での計算に用いられるセル範囲や桁数などの情報。,引数,,関数という「機械」に投入する「材料」となる値のことです。
139,表の作成,セルを移動したり複写した場合に、セル番地が自動的に変化するように列番号と行番号に$記号を付けないもの。,相対参照,,「自分の左隣」のように、現在の位置からの位置関係を指定する方式です。
140,表の作成,セルを移動したり複写した場合に、セル番地が変化しないように列番号と行番号に$記号を付けたもの。,絶対参照,,「$A$1」のように固定し、数式をコピーしても場所が変わらないようにします。
141,表の作成,ある項目（列）を基準として、特定の規則に従って並べ替えること。,並べ替え,,「ソート」。点数の高い順（降順）や五十音順（昇順）などに並べます。
142,表の作成,データを並べ替えるときに、その基準となる項目（列）のこと。,キー項目,,「何に基づいて並べるか」を決める、ソートの基準列です。
143,グラフ,量の変化や大きさを表すときに用いるグラフ。,集合棒グラフ,,各項目の数値を「棒」の長さで示し、比較しやすくしたものです。
144,グラフ,複数の要素を一つの棒で表し、総量や総量に対する各データの比率を表すときに用いるグラフ。,積み上げ棒グラフ,,一本の棒の中で内訳を示すことで、全体の合計と内訳の比率の両方が見えます。
145,グラフ,全体に対する各要素の構成比やその時間的変化を表すときに用いるグラフ。,100%積み上げ棒グラフ,,全ての棒の高さを100に合わせ、要素の「割合」に注目させる形式です。
146,グラフ,時系列での変化を表すときに用いるグラフ。,折れ線グラフ,,気温の変化や売上の推移など、連続的なデータの「動き」を見るのに適しています。
147,グラフ,内訳比率を表すときに用いるグラフ。,円グラフ,,円全体を100%とし、各要素の占める「シェア（割合）」を示します。
148,グラフ,円グラフで、一部の項目を切り離して強調して示したもの。,切り離し円,,円グラフの中で、特定の項目だけを分離させて注目を集める見せ方です。
149,グラフ,各項目間のバランスを表すときに用いるグラフ。,レーダー（レーダーチャート）,,複数の評価項目（能力など）の偏りやバランスを一目で把握できます。
150,グラフ,グラフの横軸と縦軸を入れ替えること。,行列の切り替え,,グラフの「系列」と「項目」を逆にし、視点を変えて再作成することです。
151,グラフ,グラフの表題を付ける部分。,タイトル,,「何についてのグラフか」を一言で示す見出しです。
152,グラフ,グラフの縦軸や横軸のこと。数値の目盛を示した数値軸と項目名を示した項目軸からなる。,軸,,数値の基準を示す線。X軸（横）とY軸（縦）などがあります。
153,グラフ,グラフの縦軸や横軸に付ける見出し。,ラベル,,「単位（円）」や「年月」など、軸の意味を示す項目の文字情報です。
154,グラフ,グラフの各要素を、色やパターンで区分して示した部分。,凡例,,グラフ内の「色の意味（レジェンド）」を説明するガイド部分です。
